34 [0, 0, 32.821085, 18.674242, 2.9586669999999984, 0, 23.557793000000004, 4.047243000000002, 0, 4.125890999999999, 15.002180000000003, 0, 2.061857400000001, 0, 0, 0, 0, 11.038255, 0.9585119999999989, 1.3276470000000007, 9.503980000000002, 26.32862, 40.05931, 20.733106, 16.990205, 1.0379210000000008, 0, 0, 0, 0, 0, 1.0909119999999994]
25 [0, 0, 31.598596999999998, 12.70807, 6.286044, 0, 22.624944999999997, 3.3151519999999994, 0, 4.544192000000001, 5.495971000000001, 0, 3.6118309999999987, 0, 0, 0, 0, 12.69885, 3.8925639999999984, 1.9408919999999998, 7.375329999999998, 32.668393, 39.499038, 10.608083999999998, 14.245588000000001, 0, 0, 0, 0, 0, 0, 0]
5 [0, 0, 33.835202, 15.154339999999998, 2.276866, 0, 24.398649999999996, 7.650182999999998, 0.3428919999999991, 0.48387699999999967, 10.606847000000002, 0, 6.276004999999998, 0, 0, 0, 0, 11.303515, 8.468830999999998, 2.6015249999999988, 7.069984999999999, 32.72376, 39.961573, 11.081316000000001, 12.112095, 3.544934999999999, 0, 0, 0, 0, 0, 0.6491126000000005]
40 [0, 0, 33.663406, 16.426022999999997, 2.1540405000000007, 0, 24.873365999999997, 6.969189, 2.7302479999999996, 0, 10.109814, 0, 1.9441144000000001, 0, 0, 0, 0, 12.171054999999999, 7.737069999999999, 3.236155, 10.135404000000001, 33.241924, 35.568845, 12.287685, 15.253885999999998, 0.6716630000000006, 0, 0, 0.9384739999999994, 0, 0, 0]
6 [0, 0, 33.768370000000004, 11.401094, 1.874618400000001, 0, 24.157061999999996, 5.451622, 4.085126000000001, 9.012826999999998, 9.8355, 0, 8.624274, 0, 0, 0, 0, 13.721604, 11.718784, 0, 9.587977000000002, 38.80528, 39.836782, 6.868559999999999, 10.135470999999999, 0.05215100000000028, 0, 0, 2.9754509999999996, 0, 0, 2.801773999999998]
43 [0, 0, 33.447572, 11.267823999999997, 3.17005, 0, 23.972517000000003, 3.778879, 7.4340340000000005, 6.272105, 7.528777999999999, 0, 6.718161000000002, 0, 0, 0, 0, 10.958763000000001, 10.349965999999998, 0, 8.286552, 36.95268, 39.646485, 8.488793000000001, 11.805585999999998, 0.9918355999999999, 0, 0, 1.860228000000001, 0, 0, 0]
31 [0, 0, 31.557830000000003, 15.578144000000002, 5.4702470000000005, 0, 19.763559, 4.703156, 0, 1.4138745000000004, 6.565131999999998, 0, 5.564929999999999, 0, 0, 0, 0, 10.251020999999998, 4.750683, 1.2877799999999997, 9.127126, 29.46195, 39.111137, 11.527176, 15.164311999999999, 3.9990759999999987, 0, 0, 0, 0, 0, 0]
11 [0, 0, 20.75002, 21.69285, 6.367090000000001, 0, 33.30979, 0, 0, 15.174447999999998, 0, 0, 8.902549, 0, 0, 0, 0, 9.909683000000001, 18.307977, 10.97136, 1.451013999999999, 50.910374, 41.06782, 11.096168000000002, 5.767117000000001, 0, 0, 0, 0, 0, 0, 14.237584000000002]
12 [0, 0, 34.712836, 11.772769, 3.5666580000000003, 0, 24.539386999999998, 6.803497, 3.9803440000000005, 8.007359000000001, 11.327752, 0, 3.697409999999998, 0, 0, 0, 0, 13.661387999999999, 8.241864, 1.5186469999999996, 15.208184, 38.357707, 38.802564, 10.942716, 12.505541000000001, 0, 0, 0, 2.724812, 0, 0, 0]
23 [0, 0, 31.215429999999998, 14.913982, 6.103126, 0, 24.122770000000003, 5.314522, 0.823772, 0, 10.740258999999998, 0, 0.336665, 0, 0, 0, 0, 6.5772569999999995, 7.215662000000002, 3.5669249999999995, 7.75356, 26.57604, 38.59977, 13.508509, 13.773806, 0, 0, 0, 0.6169760000000011, 0, 0, 2.2832790000000003]
26 [0, 0, 35.838415999999995, 17.731842, 0.7374700000000001, 0, 24.140152, 4.2001750000000015, 0, 0, 8.983236999999999, 0, 0.4316859999999991, 0, 0, 0, 0, 5.576759000000001, 2.5681860000000007, 5.627874, 6.644487999999999, 29.294987999999996, 38.658645, 12.845748, 15.581524000000002, 2.0909969999999998, 0, 0, 0, 0, 0, 0.43997300000000017]
51 [0, 0, 30.930799999999998, 13.670331999999998, 4.0498249999999985, 0, 24.206246999999998, 2.7098679999999984, 0, 0.534040000000001, 10.324660000000002, 0, 4.028692000000001, 0, 0, 0, 0, 4.738795, 8.659334000000001, 0.4438589999999998, 5.5063320000000004, 32.598772000000004, 35.41224, 10.503414, 11.43316, 2.73724, 0, 0, 0, 0, 0, 0.6455339999999996]
2 [0, 0, 37.185883000000004, 14.271105000000002, 1.6583579999999998, 0, 19.630363, 5.298629, 4.138328, 3.561444999999999, 11.939295999999999, 0, 7.038516999999999, 0, 0, 0, 0, 12.142976999999998, 6.9928799999999995, 0, 11.721972999999998, 37.52254, 38.409453, 11.488346, 10.542645, 3.938658, 0, 0, 0, 0, 0, 0]
28 [0, 0, 35.24241, 12.161968000000002, 2.803419999999999, 0, 24.302684999999997, 5.760546999999999, 0, 0, 9.329312000000002, 0, 0.581040999999999, 0, 0, 0, 0, 5.034369, 9.475155, 0.28782200000000024, 4.473632, 28.954988, 36.313486, 13.743731, 13.536836999999998, 0, 0, 0, 0.03765759999999929, 0, 0, 0.7075409999999991]
71 [0, 0, 34.811322999999994, 15.296637, 6.1312950000000015, 0, 22.026767999999997, 1.416233, 0, 0, 8.821558, 0, 4.580302, 0, 0, 0, 0, 8.412227999999999, 9.783568000000002, 4.524238, 5.433815000000001, 32.571998, 35.1521, 14.919048, 12.240894, 2.5556079999999994, 0, 0, 0, 0, 0, 0]
13 [0, 0, 33.932796, 13.352249, 1.4972934000000002, 0, 24.747818000000002, 3.959265000000002, 0, 0, 9.337626999999998, 0, 4.5007269999999995, 0, 0, 0, 0, 8.995227, 6.33154, 3.324558999999999, 2.897125000000001, 28.954347, 36.454373, 10.424742000000002, 10.199344, 0.44824350000000024, 0, 0, 0, 0, 0, 0]
73 [0, 0, 33.045598, 11.663250000000001, 1.7623800000000003, 0, 21.879610000000003, 2.614654999999999, 0, 0, 12.095154, 0, 0.9731649999999998, 0, 0, 0, 0, 9.955075, 8.397316, 0, 4.383947999999998, 25.79571, 37.5409, 16.760295, 15.810346, 2.796277999999999, 0, 0, 0.7812229999999989, 0, 0, 0.041676500000001226]
22 [0, 0, 33.16567, 16.619777, 3.1640780000000017, 0, 23.007621999999998, 0.979534000000001, 1.1678499999999996, 1.5868680000000008, 5.737823000000001, 0, 5.952967000000001, 0, 0, 0, 0, 7.2750759999999985, 8.346891000000003, 0, 7.2418559999999985, 29.04103, 37.107694, 13.950735000000002, 11.043703999999998, 0, 0, 0, 0, 0, 0, 2.5133779999999994]
69 [0, 0, 34.116533000000004, 16.359838000000003, 6.267050000000001, 0, 25.119405, 0.4812530000000006, 0, 0, 7.891076000000002, 0, 2.544282000000001, 0, 0, 0, 0, 6.935953000000001, 9.3906, 4.627016000000001, 5.276300000000001, 26.324325, 38.79543, 12.330736000000002, 16.889190000000003, 0.05336299999999916, 0, 0, 0, 0, 0, 0.9773329999999998]
29 [0, 0, 34.655412, 12.948068, 1.592632, 0, 20.225292, 4.549904, 6.132626999999999, 7.813198, 8.344826999999999, 0, 5.4656259999999985, 0, 0, 0, 0, 11.663931000000002, 8.054932, 0, 10.178930000000001, 34.528562, 39.55839, 13.271670999999998, 10.406309, 1.3223400000000005, 0, 0, 0, 0, 0, 0]
72 [0, 0, 36.859622, 11.996589, 4.43371, 0, 19.933584000000003, 0.32546800000000076, 0, 0, 9.314103, 0, 0.5014199999999995, 0, 0, 0, 0, 5.6046, 4.247318, 0, 6.0838769999999975, 27.339485000000003, 39.501914, 14.273344999999999, 12.524695000000001, 3.6984660000000016, 0, 0, 0, 0, 0, 2.4982760000000006]
46 [0, 0, 35.761745999999995, 11.903694000000002, 4.945418999999999, 0, 22.079822, 5.883953999999999, 0.5164519999999992, 0, 6.367899999999999, 0, 2.608148, 0, 0, 0, 0, 7.633866999999999, 5.832072, 2.6231100000000005, 4.316638000000001, 29.510425999999995, 36.624539999999996, 12.705036, 15.751661999999996, 0, 0, 0, 0.7068329999999996, 0, 0, 2.962434]
78 [0, 5.847659, 76.29206, 8.65774, 0, 0, 0, 0, 17.31705, 0, 11.660803000000001, 0, 15.582414999999997, 0, 0, 0, 0, 5.767349999999999, 8.746103000000002, 10.599048, 0, 10.27327, 52.168730000000004, 28.721454, 1.8027404000000011, 9.510143, 0, 0, 6.729890000000001, 0, 0, 13.698498]
44 [0, 0, 29.851332, 14.846304999999997, 6.112693, 0, 21.6352, 3.861154000000001, 0.8494119999999992, 0, 6.405414, 0, 5.971762999999999, 0, 0, 0, 0, 5.413062, 4.488275, 5.199204999999999, 2.691890000000001, 29.228088, 36.420080000000006, 15.196003999999999, 15.440466, 0, 0, 0, 0, 0, 0, 3.752906000000001]
